branche,lobbygruppe,parlamentarier,parlamentarier_id,partei,fraktion,kanton,geschlecht,id,organisation,status,art,funktion,in_organisation_seit,rechtsform,verguetung
Kultur,Literatur,Delphine Klopfenstein Broggini,4272,Grüne,G,GE,F,7938,Association des Lectures publiques,nicht-deklariert,vorstand,mitglied,,Verein,0
Kultur,Literatur,Eva Herzog,4239,SP,S,BS,F,12325,LiteraturBasel,deklariert,vorstand,praesident,2021-11-12,Verein,0
Kultur,Musik,Andrea Caroni,4075,FDP,RL,AR,M,10954,Liberty Brass Band Ostschweiz,nicht-deklariert,beirat,praesident,,Verein,0
Kultur,Musik,Andrea Caroni,4075,FDP,RL,AR,M,10958,Appenzeller Blasmusikverband,nicht-deklariert,taetig,,,Verein,0
Kultur,Musik,Andrea Gmür-Schönenberger,4181,M,M-E,LU,F,10989,Stiftung Lucerne Festival Friends,deklariert,vorstand,mitglied,,Stiftung,0
Kultur,Musik,Andrea Gmür-Schönenberger,4181,M,M-E,LU,F,10988,Stiftung LUCERNE FESTIVAL,deklariert,vorstand,mitglied,,Stiftung,0
Kultur,Musik,Andreas Gafner,4263,EDU,V,BE,M,8201,Gospelchor Oberwil,deklariert,vorstand,praesident,,Verein,0
Kultur,Musik,Baptiste Hurni,4270,SP,S,NE,M,8148,Clé d'octave,deklariert,vorstand,mitglied,,Verein,0
Kultur,Musik,Christa Markwalder,1139,FDP,RL,BE,F,6219,Stiftung Jeki Bern,deklariert,vorstand,mitglied,2018-01-10,Stiftung,0
Kultur,Musik,Christa Markwalder,1139,FDP,RL,BE,F,5234,Swiss Chamber Music Festival,deklariert,beirat,mitglied,,Verein,0
Kultur,Musik,Christa Markwalder,1139,FDP,RL,BE,F,5465,Rocksilo,nicht-deklariert,beirat,mitglied,,Verein,0
Kultur,Musik,Christine Bulliard-Marbach,4101,M,M-E,FR,F,6348,Förderverein Galeata-Quartett,nicht-deklariert,geschaeftsfuehrend,,,Verein,
Kultur,Musik,Daniel Fässler,4056,M,M-E,AI,M,11539,Nordostschweizerisches Jodlerfest 2022 Appenzell,deklariert,beirat,praesident,2021-01-29,Verein,0
Kultur,Musik,Eva Herzog,4239,SP,S,BS,F,10868,Stiftung Haus für elektronische Künste Basel,deklariert,vorstand,mitglied,2020-07-20,Stiftung,0
Kultur,Musik,Gregor Rutz,4125,SVP,V,ZH,M,4239,Stiftung Davos Festival,deklariert,vorstand,mitglied,2012-05-30,Stiftung,0
Kultur,Musik,Isabelle Chassot,4325,M,M-E,FR,F,13814,STIFTUNG SERGE RACHMANINOFF,deklariert,vorstand,mitglied,2022-07-20,Stiftung,0
Kultur,Musik,Jakob Stark,4241,SVP,V,TG,M,11686,Operette Sirnach,deklariert,beirat,mitglied,2021-02-13,Verein,0
Kultur,Musik,Johanna Gapany,4306,FDP,RL,FR,F,12125,"SUISA, Genossenschaft der Urheber und Verleger von Musik",deklariert,vorstand,mitglied,2021-09-03,Genossenschaft,10000
Kultur,Musik,Jon Pult,4281,SP,S,GR,M,7684,Fundaziùn Tgea da tgànt,deklariert,vorstand,vizepraesident,,Stiftung,0
Kultur,Musik,Josef Dittli,4151,FDP,RL,UR,M,7280,Haus der Volksmusik Altdorf,nicht-deklariert,vorstand,mitglied,2019-05-02,Verein,0
Kultur,Musik,Jürg Grossen,4083,GLP,GL,BE,M,5236,Swiss Chamber Music Festival,nicht-deklariert,beirat,mitglied,,Verein,0
Kultur,Musik,Kurt Fluri,1122,FDP,RL,SO,M,2309,Dr. Wilhelm von Vigier Stiftung,deklariert,vorstand,praesident,2007-03-22,Stiftung,0
Kultur,Musik,Laurent Wehrli,4194,FDP,RL,VD,M,3457,Fondation du Festival de Jazz de Montreux,nicht-deklariert,vorstand,mitglied,2013-08-22,Stiftung,0
Kultur,Musik,Martina Munz,4134,SP,S,SH,F,4023,Schaffhauser Jazzfestival,deklariert,beirat,mitglied,,Verein,0
Kultur,Musik,Mattea Meyer,4198,SP,S,ZH,F,4532,HELVETIAROCKT-Der Verein,deklariert,beirat,mitglied,2016-06-01,Verein,0
Kultur,Musik,Matthias Aebischer,4049,SP,S,BE,M,5464,Rocksilo,nicht-deklariert,beirat,mitglied,,Verein,0
Kultur,Musik,Matthias Aebischer,4049,SP,S,BE,M,2447,Interessengemeinschaft Musikinstrumentenbauer (IGMIB),deklariert,geschaeftsfuehrend,praesident,,Verein,15600
Kultur,Musik,Matthias Michel,4309,FDP,RL,ZG,M,7872,Zuger Sinfonietta,deklariert,vorstand,praesident,,Verein,0
Kultur,Musik,Maya Graf,806,Grüne,G,BL,F,13950,Verein Europäisches Jugendchor Festival Basel,nicht-deklariert,vorstand,praesident,,Verein,
Kultur,Musik,Maya Graf,806,Grüne,G,BL,F,13951,Gesangfest beider Basel 2023,nicht-deklariert,beirat,mitglied,,Verein,
Kultur,Musik,Nicolò Paganini,4222,M,M-E,SG,M,7485,Schweizer Jugendmusikfest 2023,deklariert,vorstand,praesident,,Verein,0
Kultur,Musik,Patricia von Falkenstein,4324,LDP,RL,BS,F,12901,Förderverein der Musik Akademie Basel,deklariert,vorstand,praesident,,Verein,0
Kultur,Musik,Patricia von Falkenstein,4324,LDP,RL,BS,F,12891,Basler Madrigalisten,deklariert,vorstand,mitglied,,Verein,0
Kultur,Musik,Peter Hegglin,4153,M,M-E,ZG,M,13483,Stiftung Harfe und Klavier,nicht-deklariert,vorstand,vizepraesident,2022-05-09,Stiftung,0
Kultur,Musik,Pierre-André Page,4169,SVP,V,FR,M,8041,Landwehr - Blasorchester Kanton und Stadt Freiburg,deklariert,vorstand,praesident,,Staatlich,0
Kultur,Musik,Regine Sauter,4202,FDP,RL,ZH,F,7165,Opernhaus Zürich AG,deklariert,vorstand,mitglied,,AG,0
Kultur,Musik,Samira Marti,4228,SP,S,BL,F,7096,HELVETIAROCKT-Der Verein,deklariert,beirat,,,Verein,0
Landwirtschaft,Futtermittel/Pflanzenbau,Damian Müller,4207,FDP,RL,LU,M,6988,Vereinigung Schweizerischer Futtermittelfabrikanten (VSF),deklariert,vorstand,praesident,2019-06-21,Verein,1
Landwirtschaft,Gentechnik-Kritiker,Céline Weber,4323,GLP,GL,VD,F,13847,Schweizer Allianz Gentechfrei,deklariert,beirat,vizepraesident,2022-07-29,Verein,0
Landwirtschaft,Gentechnik-Kritiker,Fabien Fivaz,4260,Grüne,G,NE,M,13800,Schweizer Allianz Gentechfrei,deklariert,vorstand,praesident,2022-07-01,Verein,0
Landwirtschaft,Gentechnik-Kritiker,Martina Munz,4134,SP,S,SH,F,4104,Schweizer Allianz Gentechfrei SAG,deklariert,vorstand,praesident,,Verein,12000
Landwirtschaft,Landwirtschaft allgemein,Alois Huber,4317,SVP,V,AG,M,13376,Schweizer Bauernverband (SBV),deklariert,vorstand,vizepraesident,2022-03-18,Verein,1
Landwirtschaft,Landwirtschaft allgemein,Andreas Gafner,4263,EDU,V,BE,M,13042,Schweizer Bauernverband (SBV),deklariert,taetig,,2021-12-11,Verein,1
Landwirtschaft,Landwirtschaft allgemein,Andreas Gafner,4263,EDU,V,BE,M,13043,Berner Bauern Verband,deklariert,vorstand,mitglied,2021-12-11,Verein,1
Landwirtschaft,Landwirtschaft allgemein,Andreas Gafner,4263,EDU,V,BE,M,13041,Verein Kontrollkommission für umweltschonende und tierfreundliche Landwirtschaft,deklariert,vorstand,vizepraesident,2021-12-11,Verein,1
Landwirtschaft,Landwirtschaft allgemein,Andreas Gafner,4263,EDU,V,BE,M,13231,Berner Bauern Verband Management AG,nicht-deklariert,vorstand,mitglied,2021-07-20,AG,
Landwirtschaft,Landwirtschaft allgemein,Andri Silberschmidt,4290,FDP,RL,ZH,M,13266,Jucker Farm AG,deklariert,vorstand,mitglied,2022-02-18,AG,1
Landwirtschaft,Landwirtschaft allgemein,Andri Silberschmidt,4290,FDP,RL,ZH,M,13917,Jucker Farm AG,deklariert,vorstand,mitglied,2022-08-10,AG,1
Landwirtschaft,Landwirtschaft allgemein,Christine Badertscher,4246,Grüne,G,BE,F,7459,Oberaargauer Bauernverein,deklariert,vorstand,praesident,,Verein,300
Landwirtschaft,Landwirtschaft allgemein,Christine Badertscher,4246,Grüne,G,BE,F,7478,Berner Bauern Verband,deklariert,vorstand,mitglied,,Verein,500
Landwirtschaft,Landwirtschaft allgemein,Erich von Siebenthal,3910,SVP,V,BE,M,5818,Schweizerische Reformierte Arbeitsgemeinschaft Kirche-Landwirtschaft,nicht-deklariert,vorstand,mitglied,,Verein,
Landwirtschaft,Landwirtschaft allgemein,Erich von Siebenthal,3910,SVP,V,BE,M,2189,Schweizer Bauernverband (SBV),deklariert,vorstand,mitglied,,Verein,1
Landwirtschaft,Landwirtschaft allgemein,Erich von Siebenthal,3910,SVP,V,BE,M,5817,Schweizerische bäuerliche Bürgschaftsgenossenschaft,nicht-deklariert,vorstand,mitglied,,Genossenschaft,
Landwirtschaft,Landwirtschaft allgemein,Erich von Siebenthal,3910,SVP,V,BE,M,2190,Schweizerischer Alpwirtschaftlicher Verband SAV,deklariert,vorstand,praesident,,Verein,1
Landwirtschaft,Landwirtschaft allgemein,Esther Friedli,4261,SVP,V,SG,F,7493,Bäuerinnenvereinigung Wintersberg-Bendel,deklariert,vorstand,vizepraesident,,Verein,0
Landwirtschaft,Landwirtschaft allgemein,Heinz Siegenthaler,4146,M,M-E,BE,M,7367,Landwirtschaftliche Organisation Seeland,deklariert,vorstand,mitglied,,Verein,200
Landwirtschaft,Landwirtschaft allgemein,Heinz Siegenthaler,4146,M,M-E,BE,M,7159,Verein Kontrollkommission für umweltschonende und tierfreundliche Landwirtschaft,deklariert,vorstand,mitglied,,Verein,400
Landwirtschaft,Landwirtschaft allgemein,Jacques Nicolet,4168,SVP,V,VD,M,12088,Schweizerische Vereinigung für einen starken Agrar- und Lebensmittelsektor,deklariert,vorstand,praesident,2021-07-05,Verein,1
Landwirtschaft,Landwirtschaft allgemein,Johanna Gapany,4306,FDP,RL,FR,F,12126,Primavera,deklariert,vorstand,praesident,2021-09-03,Verein,10000
Landwirtschaft,Landwirtschaft allgemein,Leo Müller,4097,M,M-E,LU,M,4359,Zentralschweizer Bauernbund,deklariert,vorstand,mitglied,2012-03-27,Verein,1
Landwirtschaft,Landwirtschaft allgemein,Leo Müller,4097,M,M-E,LU,M,4356,Luzerner Bäuerinnen- und Bauernverband,deklariert,vorstand,mitglied,2012-11-01,Verein,1
Landwirtschaft,Landwirtschaft allgemein,Manuel Strupler,4293,SVP,V,TG,M,7771,Verband Thurgauer Landwirtschaft (VTL),deklariert,vorstand,mitglied,2020-12-04,Verein,0
Landwirtschaft,Landwirtschaft allgemein,Marcel Dettling,4160,SVP,V,SZ,M,6384,Zentralschweizer Bauernbund,deklariert,vorstand,mitglied,,Verein,1
Landwirtschaft,Landwirtschaft allgemein,Marcel Dettling,4160,SVP,V,SZ,M,6383,Bauernvereinigung des Kantons Schwyz,deklariert,vorstand,mitglied,,Verein,1
Landwirtschaft,Landwirtschaft allgemein,Markus Ritter,4052,M,M-E,SG,M,1789,Schweizer Bauernverband (SBV),deklariert,vorstand,praesident,,Verein,1
Landwirtschaft,Landwirtschaft allgemein,Markus Ritter,4052,M,M-E,SG,M,1787,"""Haus des Schweizerbauern""",deklariert,vorstand,mitglied,,Stiftung,1
Landwirtschaft,Landwirtschaft allgemein,Martin Haab,4236,SVP,V,ZH,M,11466,Zürcher Bauernverband (ZBV),deklariert,vorstand,praesident,2020-12-04,Verein,0
Landwirtschaft,Landwirtschaft allgemein,Martin Haab,4236,SVP,V,ZH,M,11465,Schweizer Bauernverband (SBV),deklariert,vorstand,mitglied,2020-12-04,Verein,0
Landwirtschaft,Landwirtschaft allgemein,Martin Haab,4236,SVP,V,ZH,M,6899,Schweizerische Vereinigung für einen starken Agrar- und Lebensmittelsektor,deklariert,vorstand,mitglied,,Verein,0
Landwirtschaft,Landwirtschaft allgemein,Peter Hegglin,4153,M,M-E,ZG,M,6013,agriss,deklariert,vorstand,praesident,2016-12-07,Stiftung,1
Landwirtschaft,Landwirtschaft allgemein,Peter Hegglin,4153,M,M-E,ZG,M,6012,Stiftung Beratungsstelle für Unfallverhütung in der Landwirtschaft (BUL),deklariert,vorstand,praesident,2016-12-07,Stiftung,1
Landwirtschaft,Landwirtschaft allgemein,Priska Wismer-Felder,4305,M,M-E,LU,F,11503,Luzerner Bäuerinnen- und Bauernverband,deklariert,vorstand,mitglied,2020-12-25,Verein,1
Landwirtschaft,Landwirtschaft allgemein,Ursula Schneider Schüttel,4123,SP,S,FR,F,13199,Kompetenzplattform Permakultur-Landwirtschaft,deklariert,beirat,mitglied,2022-01-14,Verein,0
Landwirtschaft,Landwirtschaft allgemein,Werner Salzmann,4172,SVP,V,BE,M,3672,Schweizerische Gesellschaft für Agrarrecht,deklariert,vorstand,mitglied,,Verein,0
Landwirtschaft,Landwirtschaftstechnik,Werner Salzmann,4172,SVP,V,BE,M,3676,Schweizerischer Verband für Landtechnik,deklariert,vorstand,praesident,,Verein,0
Landwirtschaft,Milchwirtschaft,Alois Huber,4317,SVP,V,AG,M,8256,AZM Verwaltungs AG,deklariert,vorstand,mitglied,2014-06-02,AG,1
Landwirtschaft,Milchwirtschaft,Alois Huber,4317,SVP,V,AG,M,8255,Verein Mittelland Milch,deklariert,vorstand,mitglied,2019-03-14,Verein,1
Landwirtschaft,Milchwirtschaft,Alois Huber,4317,SVP,V,AG,M,8254,Genossenschaft Milchproduzenten Mittelland,deklariert,vorstand,mitglied,2006-07-18,Genossenschaft,1
Landwirtschaft,Milchwirtschaft,Andreas Aebi,3867,SVP,V,BE,M,13341,Schweizer Milchproduzenten SMP Genossenschaft,nicht-deklariert,beirat,mitglied,,Genossenschaft,
Landwirtschaft,Milchwirtschaft,Marcel Dettling,4160,SVP,V,SZ,M,13635,Genossenschaft Vereinigte Milchbauern Mitte-Ost,deklariert,vorstand,mitglied,2022-06-10,Genossenschaft,1
Landwirtschaft,Milchwirtschaft,Martin Haab,4236,SVP,V,ZH,M,6895,Genossenschaft Faire Milch Säuliamt,deklariert,vorstand,vizepraesident,,Genossenschaft,0
Landwirtschaft,Milchwirtschaft,Peter Hegglin,4153,M,M-E,ZG,M,6015,Branchenorganisation Milch (BO Milch),deklariert,vorstand,praesident,2017-04-27,Verein,1
Landwirtschaft,Milchwirtschaft,Peter Hegglin,4153,M,M-E,ZG,M,6016,Sbrinz Käse GmbH,deklariert,geschaeftsfuehrend,praesident,2017-04-10,GmbH,1
Landwirtschaft,Milchwirtschaft,Peter Hegglin,4153,M,M-E,ZG,M,13220,Switzerland Cheese Marketing AG,nicht-deklariert,vorstand,mitglied,2022-01-25,AG,0
Landwirtschaft,Milchwirtschaft,Priska Wismer-Felder,4305,M,M-E,LU,F,7582,Verein für faire Milchpreise,deklariert,vorstand,vizepraesident,,Verein,1
Landwirtschaft,Obstwirtschaft,Christine Badertscher,4246,Grüne,G,BE,F,12878,Verein Hochstamm Suisse,deklariert,vorstand,praesident,2020-07-01,Verein,0
Landwirtschaft,Obstwirtschaft,Peter Hegglin,4153,M,M-E,ZG,M,6017,IG Zuger Chriesi,deklariert,vorstand,praesident,2016-04-13,Verein,0
Landwirtschaft,Obstwirtschaft,Simone de Montmollin,4256,FDP,RL,GE,F,10856,Schweizer Obstverband,deklariert,vorstand,mitglied,,Verein,1
Landwirtschaft,Ökologie,Christine Badertscher,4246,Grüne,G,BE,F,13938,Verein Weltacker Schweiz,nicht-deklariert,vorstand,mitglied,2020-10-16,Verein,
Landwirtschaft,Ökologie,Claudia Friedl,4131,SP,S,SG,F,4488,Forschungsinstitut für biologischen Landbau (FiBL),deklariert,vorstand,vizepraesident,2015-06-02,Stiftung,3500
Landwirtschaft,Ökologie,Flavia Wasserfallen,4224,SP,S,BE,F,6425,Verein bioabi,deklariert,vorstand,praesident,,Verein,0
Landwirtschaft,Ökologie,Irène Kälin,4218,Grüne,G,AG,F,10933,Verein Weltacker Schweiz,nicht-deklariert,beirat,mitglied,,Verein,0
Landwirtschaft,Ökologie,Kilian Baumann,4247,Grüne,G,BE,M,11924,Schweizerische Vereinigung zum Schutz der kleinen und mittleren Bauern,deklariert,vorstand,praesident,2021-04-24,Verein,6000
Landwirtschaft,Ökologie,Maya Graf,806,Grüne,G,BL,F,6576,ProSpecieRara,deklariert,vorstand,mitglied,,Stiftung,0
Landwirtschaft,Ökologie,Meret Schneider,4289,Grüne,G,ZH,F,13822,Initiative gegen Massentierhaltung,nicht-deklariert,vorstand,mitglied,2022-07-21,Informelle Gruppe,0
Landwirtschaft,Produktion/Handel Landwirtschaft,Beat Walti,4142,FDP,RL,ZH,M,13065,SWISSCOFEL,deklariert,vorstand,mitglied,2021-12-10,Verein,0
Landwirtschaft,Produktion/Handel Landwirtschaft,Céline Amaudruz,4090,SVP,V,GE,F,7957,Groupe Minoteries SA,deklariert,vorstand,mitglied,,AG,1
Landwirtschaft,Produktion/Handel Landwirtschaft,Gregor Rutz,4125,SVP,V,ZH,M,6147,Le Chardon Bleu SARL,deklariert,geschaeftsfuehrend,mitglied,,GmbH,1
Landwirtschaft,Produktion/Handel Landwirtschaft,Leo Müller,4097,M,M-E,LU,M,4355,fenaco Genossenschaft,deklariert,vorstand,mitglied,2011-08-19,Genossenschaft,1
Landwirtschaft,Produktion/Handel Landwirtschaft,Manuel Strupler,4293,SVP,V,TG,M,11919,Gemüseproduzenten-Vereinigung der Kantone Thurgau und Schaffhausen,deklariert,vorstand,praesident,2021-03-05,Verein,0
Landwirtschaft,Produktion/Handel Landwirtschaft,Manuel Strupler,4293,SVP,V,TG,M,12120,"LANDI Mittelthurgau, Genossenschaft",deklariert,vorstand,mitglied,2021-08-27,Genossenschaft,0
Landwirtschaft,Produktion/Handel Landwirtschaft,Nadja Umbricht Pieren,4065,SVP,V,BE,F,3877,"Gemüseproduzenten-Vereinigung der Kantone Bern und Freiburg, GVBF",deklariert,vorstand,praesident,,Verein,1
Landwirtschaft,Produktion/Handel Landwirtschaft,Ruedi Noser,1153,FDP,RL,ZH,M,1293,natürli zürioberland ag,deklariert,vorstand,praesident,2012-07-25,AG,0
Landwirtschaft,Produktion/Handel Landwirtschaft,Werner Salzmann,4172,SVP,V,BE,M,12004,Verband Schweizer Gemüseproduzenten VSGP,deklariert,vorstand,praesident,2021-04-24,Verein,1
Landwirtschaft,Promotion/Label,Christine Badertscher,4246,Grüne,G,BE,F,7480,INTERNATIONAL CERTIFICATION BIO SUISSE AG,deklariert,beirat,mitglied,,AG,800
Landwirtschaft,Viehwirtschaft,Albert Rösti,4100,SVP,V,BE,M,12106,Fédération suisse du franches-montagnes,deklariert,vorstand,praesident,2021-08-06,Verein,1
Landwirtschaft,Viehwirtschaft,Beat Rieder,4204,M,M-E,VS,M,8094,Vereinigung der Walliser Trockenfleischprodukte AOP,deklariert,vorstand,praesident,,Verein,3300
Landwirtschaft,Viehwirtschaft,Edith Graf-Litscher,1295,SP,S,TG,F,11381,Kometian,deklariert,beirat,mitglied,,Verein,200
Landwirtschaft,Viehwirtschaft,Jacques Nicolet,4168,SVP,V,VD,M,6640,Société coopérative de l'abattoir régional d'Orbe,deklariert,vorstand,praesident,,Genossenschaft,3000
Landwirtschaft,Viehwirtschaft,Leo Müller,4097,M,M-E,LU,M,6985,"Suisag, Aktiengesellschaft für Dienstleistungen in der Schweineproduktion",deklariert,vorstand,praesident,,AG,1
Landwirtschaft,Viehwirtschaft,Marcel Dettling,4160,SVP,V,SZ,M,7958,Schweizer Kälbermäster-Verband SKMV,deklariert,vorstand,praesident,2019-03-15,Verein,1
Landwirtschaft,Viehwirtschaft,Mike Egger,4229,SVP,V,SG,M,6798,FLEISCHFACHVERBAND St. Gallen - Liechtenstein,deklariert,vorstand,mitglied,,Verein,0
Landwirtschaft,Viehwirtschaft,Nadja Umbricht Pieren,4065,SVP,V,BE,F,3878,Fleischfachverband Kanton Bern,deklariert,vorstand,praesident,,Verein,1
Landwirtschaft,Viehwirtschaft,Thomas Aeschi,4053,SVP,V,ZG,M,5677,Verein Ostschweizer Freunde der Eringerrasse,deklariert,vorstand,mitglied,2017-10-22,Verein,0
Landwirtschaft,Viehwirtschaft,Thomas Matter,4144,SVP,V,ZH,M,5678,Verein Ostschweizer Freunde der Eringerrasse,deklariert,vorstand,mitglied,2017-10-22,Verein,0
Landwirtschaft,"Weinbau, Bier und Spirituosen",Alois Gmür,4096,M,M-E,SZ,M,4484,Entlebucher Bier AG,deklariert,vorstand,mitglied,2013-04-17,AG,0
Landwirtschaft,"Weinbau, Bier und Spirituosen",Andreas Glarner,4161,SVP,V,AG,M,11676,Vinotrade AG,deklariert,vorstand,praesident,2021-01-18,AG,1
Landwirtschaft,"Weinbau, Bier und Spirituosen",Baptiste Hurni,4270,SP,S,NE,M,13181,FONDATION DE LA MAISON DE L'ABSINTHE,deklariert,beirat,praesident,,Stiftung,0
Landwirtschaft,"Weinbau, Bier und Spirituosen",Jacques Bourgeois,3872,FDP,RL,FR,M,13998,Schweizerischer Weinbauernverband,deklariert,vorstand,praesident,2022-09-30,Verein,1
Landwirtschaft,"Weinbau, Bier und Spirituosen",Jakob Stark,4241,SVP,V,TG,M,12118,Branchenverband Thurgau Weine,deklariert,vorstand,praesident,2021-08-27,Verein,0
Landwirtschaft,"Weinbau, Bier und Spirituosen",Lorenz Hess,4094,M,M-E,BE,M,13927,Albert Egger AG,nicht-deklariert,vorstand,praesident,2022-09-09,AG,1
Landwirtschaft,"Weinbau, Bier und Spirituosen",Marco Romano,4120,M,M-E,TI,M,6745,Branchenverband Schweizer Reben und Weine,deklariert,vorstand,praesident,2016-05-20,Verein,10000
Landwirtschaft,"Weinbau, Bier und Spirituosen",Nicolò Paganini,4222,M,M-E,SG,M,8307,Schweizer Brauerei-Verband,deklariert,vorstand,praesident,2020-04-28,Verein,1
Landwirtschaft,"Weinbau, Bier und Spirituosen",Philippe Nantermod,4193,FDP,RL,VS,M,10943,Cave des Murgères Sàrl,deklariert,geschaeftsfuehrend,praesident,,GmbH,0
Landwirtschaft,"Weinbau, Bier und Spirituosen",Philippe Nantermod,4193,FDP,RL,VS,M,10944,Cave des Muverans Sàrl,nicht-deklariert,geschaeftsfuehrend,praesident,,GmbH,0
Landwirtschaft,"Weinbau, Bier und Spirituosen",Simone de Montmollin,4256,FDP,RL,GE,F,7791,Agrovina,deklariert,beirat,mitglied,,Verein,0
Landwirtschaft,"Weinbau, Bier und Spirituosen",Simone de Montmollin,4256,FDP,RL,GE,F,7780,Association des diplômés de Changins,deklariert,vorstand,mitglied,,Verein,0
Landwirtschaft,"Weinbau, Bier und Spirituosen",Simone de Montmollin,4256,FDP,RL,GE,F,7790,Arvinis,deklariert,vorstand,mitglied,,Einzelunternehmen,0
Landwirtschaft,"Weinbau, Bier und Spirituosen",Simone de Montmollin,4256,FDP,RL,GE,F,8149,Association OIV 2019,deklariert,vorstand,praesident,,Verein,0
Sicherheit,Innere Sicherheit,Erich Ettlin,4206,M,M-E,OW,M,12234,Sicherheitspolitisches Forum Zentralschweiz,nicht-deklariert,beirat,mitglied,,Informelle Gruppe,
Sicherheit,Innere Sicherheit,Ida Glanzmann-Hunkeler,1337,M,M-E,LU,F,12235,Sicherheitspolitisches Forum Zentralschweiz,nicht-deklariert,beirat,mitglied,,Informelle Gruppe,
Sicherheit,Innere Sicherheit,Ida Glanzmann-Hunkeler,1337,M,M-E,LU,F,6435,Sicherheitspolitisches Forum an der Universität St. Gallen,nicht-deklariert,beirat,mitglied,,Verein,
Sicherheit,Innere Sicherheit,Josef Dittli,4151,FDP,RL,UR,M,12233,Sicherheitspolitisches Forum Zentralschweiz,nicht-deklariert,beirat,mitglied,,Informelle Gruppe,0
Sicherheit,Innere Sicherheit,Mike Egger,4229,SVP,V,SG,M,6799,Sichere Grenzen im Rheintal,deklariert,vorstand,praesident,,Verein,0
Sicherheit,Innere Sicherheit,Werner Salzmann,4172,SVP,V,BE,M,13638,Piusicur,deklariert,beirat,mitglied,2022-06-24,Verein,1
Sicherheit,Militär,Brigitte Häberli-Koller,1106,M,M-E,TG,F,12205,Allianz Sicherheit Schweiz,nicht-deklariert,vorstand,vizepraesident,,Verein,0
Sicherheit,Militär,Franz Grüter,4162,SVP,V,LU,M,12207,Allianz Sicherheit Schweiz,deklariert,vorstand,mitglied,,Verein,0
Sicherheit,Militär,Isabelle Chassot,4325,M,M-E,FR,F,13187,Stiftung für die Renovation der Kaserne der päpstlichen Schweizergarde im Vatikan,deklariert,vorstand,mitglied,2022-01-29,Stiftung,0
Sicherheit,Militär,Jacqueline de Quattro,4257,FDP,RL,VD,F,12206,Allianz Sicherheit Schweiz,deklariert,vorstand,mitglied,,Verein,0
Sicherheit,Militär,Jean-Luc Addor,4154,SVP,V,VS,M,6028,Stiftung COURAGE,deklariert,vorstand,praesident,,Stiftung,0
