branche,lobbygruppe,parlamentarier,parlamentarier_id,partei,fraktion,kanton,geschlecht,id,organisation,status,art,funktion,in_organisation_seit,rechtsform,verguetung
Wirtschaft,Immobilien/Hauseigentümer,Gregor Rutz,4125,SVP,V,ZH,M,4242,Hauseigentümerverband Zürich,deklariert,vorstand,praesident,,Verein,1
Wirtschaft,Immobilien/Hauseigentümer,Gregor Rutz,4125,SVP,V,ZH,M,6149,HEV Kanton Zürich,deklariert,vorstand,vizepraesident,,Verein,1
Wirtschaft,Immobilien/Hauseigentümer,Hannes Germann,825,SVP,V,SH,M,1796,Hauseigentümerverband Schaffhausen,deklariert,vorstand,mitglied,,Verein,1
Wirtschaft,Immobilien/Hauseigentümer,Hannes Germann,825,SVP,V,SH,M,1791,Hauseigentümerverband Schweiz,deklariert,vorstand,mitglied,,Verein,1
Wirtschaft,Immobilien/Hauseigentümer,Ida Glanzmann-Hunkeler,1337,M,M-E,LU,F,7298,IW Glanzmann AG,deklariert,vorstand,mitglied,,AG,0
Wirtschaft,Immobilien/Hauseigentümer,Ida Glanzmann-Hunkeler,1337,M,M-E,LU,F,2767,WOHNEN SCHWEIZ - Verband der Baugenossenschaften,nicht-deklariert,beirat,mitglied,,Genossenschaft,
Wirtschaft,Immobilien/Hauseigentümer,Kurt Fluri,1122,FDP,RL,SO,M,2305,WOHNEN SCHWEIZ - Verband der Baugenossenschaften,deklariert,beirat,praesident,,Genossenschaft,0
Wirtschaft,Immobilien/Hauseigentümer,Leo Müller,4097,M,M-E,LU,M,6989,Agrimo AG,deklariert,vorstand,praesident,,AG,1
Wirtschaft,Immobilien/Hauseigentümer,Lorenz Hess,4094,M,M-E,BE,M,459,WOHNEN SCHWEIZ - Verband der Baugenossenschaften,deklariert,beirat,mitglied,,Genossenschaft,0
Wirtschaft,Immobilien/Hauseigentümer,Maja Riniker,4313,FDP,RL,AG,F,11519,Hauseigentümerverband Schweiz,deklariert,vorstand,mitglied,2021-01-16,Verein,1
Wirtschaft,Immobilien/Hauseigentümer,Manuel Strupler,4293,SVP,V,TG,M,7754,Kreis Wasserbau Immo AG,deklariert,vorstand,mitglied,,AG,0
Wirtschaft,Immobilien/Hauseigentümer,Manuel Strupler,4293,SVP,V,TG,M,7768,Strupler Immobilien GmbH,nicht-deklariert,gesellschafter,,,GmbH,
Wirtschaft,Immobilien/Hauseigentümer,Manuel Strupler,4293,SVP,V,TG,M,13647,Aktiengesellschaft Grünes Zentrum Weinfelden,nicht-deklariert,vorstand,mitglied,2022-06-27,AG,
Wirtschaft,Immobilien/Hauseigentümer,Manuela Weichelt,4298,ALG,G,ZG,F,13234,wohnbaugenossenschaften schweiz - verband der gemeinnützigen wohnbauträger,nicht-deklariert,vorstand,mitglied,2021-01-13,Verein,6177
Wirtschaft,Immobilien/Hauseigentümer,Marcel Dobler,4190,FDP,RL,SG,M,6827,Hauseigentümer-Verband Kanton St. Gallen,deklariert,vorstand,mitglied,,Verein,0
Wirtschaft,Immobilien/Hauseigentümer,Marcel Dobler,4190,FDP,RL,SG,M,3707,Hauseigentümerverband Linthgebiet,deklariert,vorstand,mitglied,,Verein,300
Wirtschaft,Immobilien/Hauseigentümer,Marco Chiesa,4159,SVP,V,TI,M,5689,"Associazione Proprietari Fondiari, Sezione Ticino APF-HEV Ticino",deklariert,vorstand,praesident,2017-10-27,Verein,1
Wirtschaft,Immobilien/Hauseigentümer,Martin Candinas,4070,M,M-E,GR,M,2764,WOHNEN SCHWEIZ - Verband der Baugenossenschaften,deklariert,beirat,mitglied,,Genossenschaft,0
Wirtschaft,Immobilien/Hauseigentümer,Martin Haab,4236,SVP,V,ZH,M,13387,ZA Immo GmbH,nicht-deklariert,geschaeftsfuehrend,praesident,2021-11-01,GmbH,
Wirtschaft,Immobilien/Hauseigentümer,Martin Landolt,4008,M,M-E,GL,M,10982,Baugenossenschaft Fridolin,deklariert,vorstand,mitglied,2020-08-07,Genossenschaft,0
Wirtschaft,Immobilien/Hauseigentümer,Matthias Michel,4309,FDP,RL,ZG,M,13442,WOHNEN SCHWEIZ - Verband der Baugenossenschaften,deklariert,beirat,mitglied,2022-04-01,Genossenschaft,0
Wirtschaft,Immobilien/Hauseigentümer,Min Li Marti,4197,SP,S,ZH,F,13162,IG Seepärke Zürich,deklariert,vorstand,mitglied,,Verein,0
Wirtschaft,Immobilien/Hauseigentümer,Niklaus-Samuel Gugger,4214,EVP,M-E,ZH,M,13349,Prefero AG,deklariert,vorstand,praesident,2021-11-09,AG,2000
Wirtschaft,Immobilien/Hauseigentümer,Peter Schilliger,4124,FDP,RL,LU,M,711,Partner Immobilien AG,deklariert,vorstand,mitglied,,AG,1
Wirtschaft,Immobilien/Hauseigentümer,Peter Schilliger,4124,FDP,RL,LU,M,5814,"Schweizerischer Verband der Immobilienwirtschaft SVIT (""SVIT Schweiz"")",deklariert,beirat,mitglied,,Verein,1
Wirtschaft,Immobilien/Hauseigentümer,Peter Schilliger,4124,FDP,RL,LU,M,13103,LUKS Immobilien AG,nicht-deklariert,vorstand,vizepraesident,2021-06-28,AG,
Wirtschaft,Immobilien/Hauseigentümer,Petra Gössi,4116,FDP,RL,SZ,F,6881,Hauseigentümerverband Bezirk Küssnacht,deklariert,vorstand,mitglied,,Verein,0
Wirtschaft,Immobilien/Hauseigentümer,Philipp Kutter,4225,M,M-E,ZH,M,6224,Hangenmoos AG,deklariert,vorstand,mitglied,,AG,11000
Wirtschaft,Immobilien/Hauseigentümer,Philipp Matthias Bregy,4230,M,M-E,VS,M,11535,Hauseigentümerverband Schweiz,deklariert,vorstand,mitglied,2021-01-29,Verein,20000
Wirtschaft,Immobilien/Hauseigentümer,Philippe Bauer,4187,FDP,RL,NE,M,2933,Société Anonyme Immobilière des Patinoires du Littoral Neuchâtelois,deklariert,vorstand,mitglied,1994-01-26,AG,1
Wirtschaft,Immobilien/Hauseigentümer,Philippe Nantermod,4193,FDP,RL,VS,M,4540,Union suisse des professionnels de l'immobilier,deklariert,vorstand,praesident,,Verein,12000
Wirtschaft,Immobilien/Hauseigentümer,Pirmin Bischof,3871,M,M-E,SO,M,1881,Verein Chance Wasserstadt,nicht-deklariert,vorstand,mitglied,,Verein,
Wirtschaft,Immobilien/Hauseigentümer,Pirmin Schwander,1159,SVP,V,SZ,M,12146,"Schweizerischer Verband der Immobilienwirtschaft SVIT (""SVIT Schweiz"")",deklariert,beirat,,,Verein,1
Wirtschaft,Immobilien/Hauseigentümer,Raphaël Mahaim,4327,Grüne,G,VD,M,13440,Casafair Schweiz,nicht-deklariert,vorstand,mitglied,2022-05-14,Verein,0
Wirtschaft,Immobilien/Hauseigentümer,Roland Büchel,4025,SVP,V,SG,M,12095,Hauseigentümerverband Schweiz,deklariert,vorstand,mitglied,,Verein,1
Wirtschaft,Immobilien/Hauseigentümer,Roland Büchel,4025,SVP,V,SG,M,2521,Hauseigentümerverband Oberrheintal,deklariert,vorstand,mitglied,,Verein,200
Wirtschaft,Immobilien/Hauseigentümer,Roland Büchel,4025,SVP,V,SG,M,12096,Hauseigentümer-Verband Kanton St. Gallen,deklariert,vorstand,mitglied,,Verein,1
Wirtschaft,Immobilien/Hauseigentümer,Samuel Bendahan,4213,SP,S,VD,M,7076,société coopérative de construction et d'habitation Le Bled,deklariert,vorstand,praesident,,Genossenschaft,0
Wirtschaft,Immobilien/Hauseigentümer,Sarah Wyss,4318,SP,S,BS,F,11440,Wohnbau-Genossenschaft Nordwest,deklariert,vorstand,mitglied,2020-01-27,Genossenschaft,4000
Wirtschaft,Immobilien/Hauseigentümer,Therese Schläpfer,4234,SVP,V,ZH,F,6888,Immo Kappeler AG,deklariert,vorstand,mitglied,2018-09-12,AG,0
Wirtschaft,Immobilien/Hauseigentümer,Therese Schläpfer,4234,SVP,V,ZH,F,11779,Hauseigentümerverband Region Winterthur,deklariert,vorstand,mitglied,2020-11-11,Verein,0
Wirtschaft,Immobilien/Hauseigentümer,Thierry Burkart,4189,FDP,RL,AG,M,12112,Bovida Real Estate AG,deklariert,vorstand,mitglied,2021-08-21,AG,1
Wirtschaft,Immobilien/Hauseigentümer,Thomas Burgherr,4158,SVP,V,AG,M,8030,Casamondo AG,deklariert,vorstand,mitglied,,AG,1
Wirtschaft,Immobilien/Hauseigentümer,Thomas Burgherr,4158,SVP,V,AG,M,2869,Burgherr Immobilien AG,deklariert,geschaeftsfuehrend,praesident,,AG,1
Wirtschaft,Immobilien/Hauseigentümer,Thomas Burgherr,4158,SVP,V,AG,M,2874,Hängele GmbH,deklariert,gesellschafter,,,GmbH,1
Wirtschaft,Immobilien/Hauseigentümer,Thomas Matter,4144,SVP,V,ZH,M,1814,MG Real Estate (Spain) AG,deklariert,vorstand,praesident,,AG,0
Wirtschaft,Immobilien/Hauseigentümer,Thomas Matter,4144,SVP,V,ZH,M,1815,MG Real Estate AG,deklariert,vorstand,praesident,,AG,0
Wirtschaft,Immobilien/Hauseigentümer,Walter Wobmann,1142,SVP,V,SO,M,873,Hauseigentümerverband Kanton Solothurn,deklariert,vorstand,mitglied,,Verein,0
Wirtschaft,Industrie,Beat Rieder,4204,M,M-E,VS,M,3478,Nicromet GmbH in Liq.,deklariert,geschaeftsfuehrend,mitglied,,GmbH,1
Wirtschaft,Industrie,Christian Wasserfallen,3912,FDP,RL,BE,M,5653,TSCHUDIN AG,deklariert,vorstand,mitglied,2017-10-03,AG,10000
Wirtschaft,Industrie,Fabio Regazzi,4072,M,M-E,TI,M,4298,Regazzi Holding SA,deklariert,vorstand,praesident,2000-04-15,AG,0
Wirtschaft,Industrie,Fabio Regazzi,4072,M,M-E,TI,M,4295,Regazzi Serramenti e Facciate SA,deklariert,vorstand,praesident,2010-12-01,AG,0
Wirtschaft,Industrie,Hans Wicki,4152,FDP,RL,NW,M,6081,Schindler Aufzüge AG,deklariert,vorstand,mitglied,,AG,1
Wirtschaft,Industrie,Jakob Stark,4241,SVP,V,TG,M,13163,Schweizer Stiftung für Oberflächentechnik (SSO),deklariert,vorstand,praesident,2022-01-01,Stiftung,1
Wirtschaft,Industrie,Marco Romano,4120,M,M-E,TI,M,10947,Schweizer Stiftung Farbe,deklariert,vorstand,mitglied,,Stiftung,0
Wirtschaft,Industrie,Pirmin Bischof,3871,M,M-E,SO,M,1806,Schindler Aufzüge AG,deklariert,vorstand,mitglied,,AG,1
Wirtschaft,Industrie,Simone de Montmollin,4256,FDP,RL,GE,F,13229,Schweizer Stiftung Farbe,nicht-deklariert,vorstand,mitglied,2021-09-03,Stiftung,
Wirtschaft,Investmentgesellschaften,Andrea Caroni,4075,FDP,RL,AR,M,1304,AFU Anlagen und Finanz AG,deklariert,vorstand,mitglied,2007-07-11,AG,0
Wirtschaft,Investmentgesellschaften,Andri Silberschmidt,4290,FDP,RL,ZH,M,12104,Swiss Entrepreneurs Foundation,deklariert,vorstand,,2021-08-06,Stiftung,0
Wirtschaft,Investmentgesellschaften,Beat Walti,4142,FDP,RL,ZH,M,3055,EGS Beteiligungen AG,deklariert,vorstand,mitglied,,AG,1
Wirtschaft,Investmentgesellschaften,Beat Walti,4142,FDP,RL,ZH,M,13273,Pure Holding AG,deklariert,beirat,mitglied,2022-02-01,AG,1
Wirtschaft,Investmentgesellschaften,Christine Bulliard-Marbach,4101,M,M-E,FR,F,6344,Bulliard Holding SA,nicht-deklariert,vorstand,vizepraesident,,AG,
Wirtschaft,Investmentgesellschaften,Christine Bulliard-Marbach,4101,M,M-E,FR,F,8320,GROSSRIED SA,nicht-deklariert,vorstand,praesident,,AG,
Wirtschaft,Investmentgesellschaften,Daniela Schneeberger,4060,FDP,RL,BL,F,11013,TH Finanz AG,deklariert,vorstand,mitglied,2019-09-02,AG,0
Wirtschaft,Investmentgesellschaften,Erich Ettlin,4206,M,M-E,OW,M,11058,SwissHealth Ventures AG,nicht-deklariert,vorstand,mitglied,2020-10-19,AG,1
Wirtschaft,Investmentgesellschaften,Erich Ettlin,4206,M,M-E,OW,M,3749,SIMT Vertriebs- und Beteiligungs AG,deklariert,vorstand,mitglied,,AG,1
Wirtschaft,Investmentgesellschaften,Erich Ettlin,4206,M,M-E,OW,M,3752,Wabet Holding AG,deklariert,vorstand,mitglied,,AG,0
Wirtschaft,Investmentgesellschaften,Erich Hess,4163,SVP,V,BE,M,2787,Futo Trading SA,deklariert,vorstand,praesident,,AG,1
Wirtschaft,Investmentgesellschaften,Johanna Gapany,4306,FDP,RL,FR,F,13127,Swiss Entrepreneurs Foundation,nicht-deklariert,vorstand,mitglied,2021-11-03,Stiftung,
Wirtschaft,Investmentgesellschaften,Magdalena Martullo-Blocher,4167,SVP,V,GR,F,3461,Emesta Holding AG,deklariert,vorstand,mitglied,,AG,0
Wirtschaft,Investmentgesellschaften,Maja Riniker,4313,FDP,RL,AG,F,13501,F.G. Pfister Stiftung,deklariert,vorstand,mitglied,2022-05-25,Stiftung,1
Wirtschaft,Investmentgesellschaften,Marcel Dobler,4190,FDP,RL,SG,M,6826,Swiss Entrepreneurs Foundation,deklariert,beirat,mitglied,,Stiftung,0
Wirtschaft,Investmentgesellschaften,Martin Candinas,4070,M,M-E,GR,M,13845,Inno Digital Services AG,deklariert,vorstand,mitglied,2022-08-30,AG,0
Wirtschaft,Investmentgesellschaften,Martin Schmid,4078,FDP,RL,GR,M,5548,Dogger AG,deklariert,vorstand,mitglied,,AG,1
Wirtschaft,Investmentgesellschaften,Pirmin Schwander,1159,SVP,V,SZ,M,3652,slk holding ag,deklariert,vorstand,mitglied,,AG,0
Wirtschaft,Investmentgesellschaften,Rocco Cattaneo,4217,FDP,RL,TI,M,5710,S'ROK AG,deklariert,geschaeftsfuehrend,praesident,,AG,0
Wirtschaft,Investmentgesellschaften,Thierry Burkart,4189,FDP,RL,AG,M,2903,Birchmeier Holding AG,deklariert,vorstand,mitglied,,AG,1
Wirtschaft,Investmentgesellschaften,Thomas Burgherr,4158,SVP,V,AG,M,2868,Burgherr Holding AG,deklariert,geschaeftsfuehrend,praesident,,AG,1
Wirtschaft,Investmentgesellschaften,Thomas Hefti,4139,FDP,RL,GL,M,1907,Romasita AG,deklariert,vorstand,mitglied,,AG,1
Wirtschaft,Investmentgesellschaften,Thomas Hefti,4139,FDP,RL,GL,M,1899,BvR Industrie AG,deklariert,vorstand,mitglied,,AG,1
Wirtschaft,Investmentgesellschaften,Thomas Matter,4144,SVP,V,ZH,M,1802,Matter Beteiligungen AG,deklariert,vorstand,vizepraesident,,AG,0
Wirtschaft,Investmentgesellschaften,Thomas Matter,4144,SVP,V,ZH,M,1813,Matter Group AG,deklariert,vorstand,praesident,,AG,1
Wirtschaft,IT,Balthasar Glättli,4093,Grüne,G,ZH,M,5958,Swiss Data Alliance,deklariert,beirat,mitglied,,Verein,0
Wirtschaft,IT,Brigitte Häberli-Koller,1106,M,M-E,TG,F,6673,Smarter Thurgau,nicht-deklariert,vorstand,mitglied,2018-06-18,Verein,0
Wirtschaft,IT,Damian Müller,4207,FDP,RL,LU,M,13595,Rosson Software AG,nicht-deklariert,vorstand,mitglied,2022-06-09,AG,
Wirtschaft,IT,Daniel Jositsch,3891,SP,S,ZH,M,7092,SIZ AG,deklariert,vorstand,mitglied,,AG,1
Wirtschaft,IT,Doris Fiala,3877,FDP,RL,ZH,F,8243,Procivis AG,deklariert,vorstand,mitglied,,AG,1
Wirtschaft,IT,Edith Graf-Litscher,1295,SP,S,TG,F,6861,Smarter Thurgau,deklariert,vorstand,mitglied,,Verein,0
Wirtschaft,IT,Edith Graf-Litscher,1295,SP,S,TG,F,13131,Swiss Data Alliance,nicht-deklariert,beirat,mitglied,,Verein,
Wirtschaft,IT,Edith Graf-Litscher,1295,SP,S,TG,F,5951,"Digitale Schweiz - Initiative für ""Smart Switzerland""",nicht-deklariert,beirat,mitglied,,Informelle Gruppe,0
Wirtschaft,IT,Elisabeth Schneider-Schneiter,4040,M,M-E,BL,F,7049,ICT Scouts / Campus Förderverein,nicht-deklariert,beirat,mitglied,,Verein,0
Wirtschaft,IT,Franz Grüter,4162,SVP,V,LU,M,3738,green.ch AG,deklariert,vorstand,praesident,2007-04-21,AG,1
Wirtschaft,IT,Franz Grüter,4162,SVP,V,LU,M,12043,Allianz Digitale Sicherheit Schweiz ADSS,deklariert,vorstand,praesident,2021-05-28,Verein,1
Wirtschaft,IT,Franz Grüter,4162,SVP,V,LU,M,3736,Green Datacenter AG,deklariert,vorstand,praesident,2010-04-06,AG,1
Wirtschaft,IT,Franz Grüter,4162,SVP,V,LU,M,11424,digitalswitzerland,nicht-deklariert,vorstand,mitglied,,Verein,
Wirtschaft,IT,Franz Grüter,4162,SVP,V,LU,M,12099,ISOLUTIONS AG,deklariert,beirat,mitglied,2021-07-30,AG,1
Wirtschaft,IT,Franz Grüter,4162,SVP,V,LU,M,5961,Swiss Data Alliance,nicht-deklariert,beirat,mitglied,,Verein,
Wirtschaft,IT,Gerhard Andrey,4245,Grüne,G,FR,M,7627,LerNetz AG,deklariert,vorstand,mitglied,,AG,5000
Wirtschaft,IT,Gerhard Andrey,4245,Grüne,G,FR,M,13653,ROSAS,nicht-deklariert,beirat,mitglied,2022-06-01,Verein,0
Wirtschaft,IT,Hans Wicki,4152,FDP,RL,NW,M,11530,CHANCE5G,deklariert,vorstand,praesident,2021-01-23,Verein,0
Wirtschaft,IT,Judith Bellaiche,4248,GLP,GL,ZH,F,7574,SIZ AG,deklariert,vorstand,mitglied,,AG,0
Wirtschaft,IT,Judith Bellaiche,4248,GLP,GL,ZH,F,8206,Swiss Data Alliance,deklariert,vorstand,mitglied,,Verein,0
Wirtschaft,IT,Jürg Grossen,4083,GLP,GL,BE,M,5960,Swiss Data Alliance,nicht-deklariert,beirat,mitglied,,Verein,0
Wirtschaft,IT,Katja Christ,4252,GLP,GL,BS,F,8312,SmartCity Alliance,deklariert,beirat,mitglied,,Verein,0
Wirtschaft,IT,Marcel Dobler,4190,FDP,RL,SG,M,11487,digitalswitzerland,deklariert,vorstand,vizepraesident,2020-12-21,Verein,0
Wirtschaft,IT,Marcel Dobler,4190,FDP,RL,SG,M,5957,Swiss Data Alliance,nicht-deklariert,beirat,mitglied,,Verein,0
Wirtschaft,IT,Martin Landolt,4008,M,M-E,GL,M,7048,ICT Scouts / Campus Förderverein,deklariert,beirat,mitglied,,Verein,0
Wirtschaft,IT,Mathias Zopfi,4244,Grüne,G,GL,M,7696,Glarus hoch3 AG,deklariert,vorstand,vizepraesident,,AG,600
Wirtschaft,IT,Ruedi Noser,1153,FDP,RL,ZH,M,1317,Bucher + Suter Inc.,deklariert,vorstand,mitglied,,AG,1
Wirtschaft,IT,Ruedi Noser,1153,FDP,RL,ZH,M,5623,digitalswitzerland,deklariert,beirat,mitglied,,Verein,0
Wirtschaft,IT,Ruedi Noser,1153,FDP,RL,ZH,M,6979,Crealogix Holding AG,deklariert,vorstand,mitglied,,AG,1
Wirtschaft,IT,Thierry Burkart,4189,FDP,RL,AG,M,8328,ELCA Group SA,deklariert,vorstand,mitglied,,AG,1
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Albert Rösti,4100,SVP,V,BE,M,13606,Schweizerischer Gewerbeverband,nicht-deklariert,beirat,mitglied,2022-05-03,Verein,
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Aline Trede,4128,Grüne,G,BE,F,7365,Der Gewerbeverein,nicht-deklariert,vorstand,praesident,,Verein,1000
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Alois Gmür,4096,M,M-E,SZ,M,6880,Schweizerischer Arbeitgeberverband,nicht-deklariert,vorstand,mitglied,,Verein,
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Andrea Gmür-Schönenberger,4181,M,M-E,LU,F,6118,KMU- und Gewerbeverband Kanton Luzern,nicht-deklariert,beirat,mitglied,,Verein,0
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Andrea Gmür-Schönenberger,4181,M,M-E,LU,F,10987,Industrie- und Handelskammer Zentralschweiz IHZ,deklariert,vorstand,mitglied,,Verein,0
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Benjamin Giezendanner,4266,SVP,V,AG,M,13059,Aargauischer Gewerbeverband,deklariert,vorstand,praesident,2020-10-22,Verein,1
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Bruno Walliser,4177,SVP,V,ZH,M,6112,BG OST-SÜD Bürgschaftsgenossenschaft für KMU,deklariert,vorstand,mitglied,,Genossenschaft,1
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Bruno Walliser,4177,SVP,V,ZH,M,6882,Kantonaler Gewerbeverband Zürich KGV,deklariert,vorstand,mitglied,,Verein,0
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Charles Juillard,4240,M,M-E,JU,M,8086,SwissBoardForum,nicht-deklariert,beirat,mitglied,,Verein,0
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Christian Lüscher,3895,FDP,RL,GE,M,4928,SwissBoardForum,nicht-deklariert,beirat,mitglied,,Verein,0
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Damien Cottier,4254,FDP,RL,NE,M,13478,Schweizerischer Gewerbeverband,deklariert,vorstand,mitglied,2022-05-09,Verein,0
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Damien Cottier,4254,FDP,RL,NE,M,13170,Union Cantonale Neuchâteloise Des Arts & Metiers,deklariert,vorstand,praesident,2022-01-01,Verein,0
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Daniela Schneeberger,4060,FDP,RL,BL,F,4235,Schweizerischer Gewerbeverband,deklariert,vorstand,vizepraesident,,Verein,1
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Daniela Schneeberger,4060,FDP,RL,BL,F,12057,swissstaffing,deklariert,beirat,mitglied,2021-06-19,Verein,0
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Daniela Schneeberger,4060,FDP,RL,BL,F,7147,Stiftung KMU Schweiz,deklariert,vorstand,mitglied,,Stiftung,0
Wirtschaft,KMU/Gewerbe/Arbeitgeber,David Zuberbühler,4179,SVP,V,AR,M,13123,Gewerbeverband Appenzell Ausserhoden,deklariert,vorstand,mitglied,,Verein,0
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Diana Gutjahr,4216,SVP,V,TG,F,11030,Schweizerischer Gewerbeverband,deklariert,vorstand,mitglied,2020-10-28,Verein,2000
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Diana Gutjahr,4216,SVP,V,TG,F,5754,Thurgauer Gewerbeverband (TGV),deklariert,vorstand,vizepraesident,,Verein,2000
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Erich Ettlin,4206,M,M-E,OW,M,13226,Stiftung KMU Rechtsdurchsetzung SKR,nicht-deklariert,vorstand,mitglied,2021-11-11,Stiftung,0
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Erich Ettlin,4206,M,M-E,OW,M,12882,SwissBoardForum,nicht-deklariert,beirat,mitglied,,Verein,0
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Fabio Regazzi,4072,M,M-E,TI,M,5872,Swiss Family Business,nicht-deklariert,vorstand,praesident,,Verein,
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Fabio Regazzi,4072,M,M-E,TI,M,11031,Schweizerischer Gewerbeverband,deklariert,vorstand,praesident,2020-10-28,Verein,1
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Fabio Regazzi,4072,M,M-E,TI,M,13249,Swiss Venture Club,deklariert,beirat,mitglied,2022-01-28,Verein,0
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Fabio Regazzi,4072,M,M-E,TI,M,6025,Associazione delle Imprese Familiari Ticino (AIF Ticino),deklariert,vorstand,vizepraesident,,Verein,0
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Franz Grüter,4162,SVP,V,LU,M,6119,KMU- und Gewerbeverband Kanton Luzern,nicht-deklariert,beirat,mitglied,,Verein,
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Franziska Ryser,4286,Grüne,G,SG,F,13967,Der Gewerbeverein,nicht-deklariert,vorstand,mitglied,,Verein,0
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Gerhard Andrey,4245,Grüne,G,FR,M,7709,FONDATION SEED CAPITAL FRIBOURG,deklariert,vorstand,mitglied,,Stiftung,1000
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Hannes Germann,825,SVP,V,SH,M,1797,Industrie- & Wirtschafts-Vereinigung Schaffhausen (IVS),deklariert,vorstand,mitglied,,Verein,1
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Hans Wicki,4152,FDP,RL,NW,M,4929,SwissBoardForum,nicht-deklariert,beirat,mitglied,,Verein,
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Hans Wicki,4152,FDP,RL,NW,M,3496,Industrie- und Handelskammer Zentralschweiz IHZ,deklariert,vorstand,mitglied,,Verein,0
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Ida Glanzmann-Hunkeler,1337,M,M-E,LU,F,3623,KMU- und Gewerbeverband Kanton Luzern,nicht-deklariert,beirat,mitglied,,Verein,
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Jakob Stark,4241,SVP,V,TG,M,13607,Schweizerischer Gewerbeverband,nicht-deklariert,beirat,mitglied,2022-05-03,Verein,
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Kurt Egger,4258,Grüne,G,TG,M,7666,Verein Kompetenz-Zentrum Erneuerbare Energie-Systeme Thurgau (KEEST),deklariert,beirat,mitglied,,Verein,0
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Lars Guggisberg,4310,SVP,V,BE,M,13225,Stiftung KMU Rechtsdurchsetzung SKR,nicht-deklariert,vorstand,mitglied,2021-11-11,Stiftung,
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Lars Guggisberg,4310,SVP,V,BE,M,7808,Gewerbeverein Kirchlindach-Meikirch,deklariert,vorstand,mitglied,,Verein,0
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Laurence Fehlmann Rielle,4195,SP,S,GE,F,3954,Cercle des dirigeants d'entreprise,nicht-deklariert,vorstand,mitglied,,Verein,0
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Magdalena Martullo-Blocher,4167,SVP,V,GR,F,5874,Swiss Family Business,deklariert,vorstand,mitglied,,Verein,0
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Marcel Dettling,4160,SVP,V,SZ,M,13636,Schweizer Rindviehproduzenten,deklariert,vorstand,mitglied,2022-06-10,Verein,0
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Marcel Dobler,4190,FDP,RL,SG,M,5940,Swiss Venture Club,deklariert,vorstand,mitglied,,Verein,0
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Martin Landolt,4008,M,M-E,GL,M,4927,SwissBoardForum,deklariert,beirat,mitglied,,Verein,0
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Matthias Aebischer,4049,SP,S,BE,M,12054,Stiftung KMU Rechtsdurchsetzung SKR,deklariert,vorstand,mitglied,2021-06-19,Stiftung,0
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Melanie Mettler,4277,GLP,GL,BE,F,13207,swissstaffing,deklariert,beirat,mitglied,2022-01-21,Verein,880
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Michel Matter,4276,GLP,GL,GE,M,8045,Fédération des Entreprises Romandes Genève,nicht-deklariert,vorstand,mitglied,,Verein,
Wirtschaft,KMU/Gewerbe/Arbeitgeber,Niklaus-Samuel Gugger,4214,EVP,M-E,ZH,M,13224,Stiftung KMU Rechtsdurchsetzung SKR,nicht-deklariert,vorstand,mitglied,2021-11-11,Stiftung,0
